TRANSFORMADOR;MACRO;MARCA_CONFIABLE;FRANJA;ETIQUETA;ESTADO_TRAFO;UBICACION;SUBESTACION;CELDA;PERIODO;KVA;MUNICIPIO;CANT_USU;ENERGIAENTRADA;ENERGIASALIDA;ENERGIAENTRADAGEN;CONSUMO_AP;CONSUMO_OTROS;PERDIDAS;IP;PERXUSU;CLIENTES_FACTOR;CLIENTES_OC;CLIENTES_PREPAGOS;CLIENTES_AUTOGENERADORES;CLIENTES_NIVEL>1;CANT_REV;BAL_MANUAL;BALANCECONFIABLE;BALANCEDEFINITIVO;BALANCECRITICADO;REGLA_APLICADA;MATRIZ;COORDENADA_X;COORDENADA_Y;ZONA;GRUPO;PERIOCIDAD;CUADRANTES;NIVEL_DE_TENSION;REGIONALES;GRUP_UBICA;CUAD_UBICA;PERIODO_INICIO;PERIODO_FIN;FILTRO_DESCART;CONSTANTE;RAMAL;ENTRADA_AJUSTADA;PERDIDAS_AJUSTADAS;IP_AJUSTADO;ENERGIASALIDAGEN;RANGO_DE_IP;IP_CALCULADO;RANGO_PERDIDAS;TRAFO_PERIODO;USU_SALEN;USU_NUEVOS;TRAFOS PRIORIZADOS.TRAFO;CANT_USU_TOTAL;CONSUMO_ADICIONAL;KVA_MENOR_15;IP_EFICIENTE_N1;PRIORIDAD;FECHA_INST_MED_MACRO;PERIODO NUM;AÑOS_MES_INSTALA;Aun_Mantener_Despues_Instalacion;Etiqueta_fin;BARRIO;VALIDAR_MI;VALIDAR_AGPE;TRAFOS_CONJUNTOS.TRAFO;VAL_CONJUNTOS;Revisiones_;etiqueta1;etiqueta2;red_abierta;etiqueta3;etiqueta4;etiqueta5;etiqueta6;etiqueta7;perdidas_no_tec;perdidas_total_gw;franja_fin;COLUMNA_FIN;DIRECCION;MARCA_MED;MODELO_MED;NUMERO_MED;SENTIDO_MED;AÑO_MED;RED_TRENZADA;period1;FLAG_Mantener_Venia_BuenoReduccion;FLAG_Ultimo_Periodo_BUENO;Transformadores_Mantener_BuenoReduccion;Acum_12_Perdidas;Acum_12_Entrada;Acum_12_Salida
1T09599;505781;BUENO;CONTROL;61 - Autogenerador;Activo;Rural;PATIOS;PATC2;202607;45;Los Patios;58;17.111;15.942;2111,07;1752,48;0;1.169;6,83%;20,9;0;0;0;2;0;0;N;S;S;NO APLICO REGLA;;NA;-72,557516;7,730341;1;B;Mensual;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;40;CENSPATC2EC_2-PATIOS_1062694_RECTA COROZAL;17111;1169;6,83%;120;  5%-10%;6,80%; 1000-2000;1T09599202607;0;0;;56;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;VEREDA COROZAL;SIN_MI;SOLO_AGPE;1T09599;SI;2;validar;validar;0;validar;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;0,001;0,00116859;CONTROL;CONTROL;V. KATERINE RECTA COROZAL LA GARITA;HEX;HXF300 BIDIRECCIONAL;26865639;Bidireccional;24;TRENZADO;202607;0;;0;26952,34;207578,1;180625,76
1T09532;487055;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC54;202607;75;San José De Cúcuta;39;17.585;20.709;1345,26;195,12;0;-3.124;-17,76%;-80,1;0;0;0;7;0;0;N;N;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);NA;-72,483734;7,907239;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;1;CENSSANC54-1SANC54_F;21428;719;3,36%;2080;   <0%;-17,80%;    <0;1T09532202607;0;0;;39;0;CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;COND TORRE ASTURIAS;SIN_MI;SOLO_AGPE;1T09532;SI;;validar;validar;24,34;validar;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;-0,004;-0,00312386;IP BAJO;IP BAJO;AVE 18E 5N-90 CONDOMINIO ASTURIAS;HEX;HXF300 BIDIRECCIONAL;26865609;Bidireccional;24;NO_APLICA;202607;1;;0;22064,37;193696,05;171631,68
1T08102;440945;BUENO;CONTROL;61 - Autogenerador;Activo;Urbano;PATIOS;PATC1;202607;75;Los Patios;109;19.707;17.969;747,44;672,84;0;1.738;8,82%;15,9;0;0;1;2;0;0;N;S;S;NO APLICO REGLA;;NA;-72,51953317;7,80108056;1;B;Mensual;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;40;CENSPATC1-1PATC1_F;19707;1738;8,82%;0;  5%-10%;8,80%; 1000-2000;1T08102202607;0;0;;109;0;CUMPLE;9,12%;3A>=15kwh;;202607;;No;Validar;URB VILLA BETANIA;SIN_MI;SOLO_AGPE;1T08102;SI;;validar;Macropuntos;0,16;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;0,001;0,00173827;CONTROL;CONTROL;VILLA BETANIA;HEX;HXE23K CT BID.;26865064;Bidireccional;24;TRENZADO;202607;0;;0;19872,07;229621,57;209749,5
1T07664;506555;BUENO;CONTROL;No Tiene Etiqueta;Activo;Rural;PALERMO;PALDONJUANA;202607;75;Chinácota;14;4.033;3.603;1272,65;561,6;0;430;10,66%;30,7;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,58270839;7,66040793;1;G;Mensual;28;1;PAMPLONA;CUAD 10-11-28;CUAD 28 - PALERMO;202508;202607;Cumple;40;CENSPALDONJUANAEC_2-PALDONJUANA_1092539;4033;430;10,66%;680; 10%-30%;10,70%;   0-500;1T07664202607;0;0;;14;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;VDA ARENALES;SIN_MI;SOLO_AGPE;1T07664;SI;;validar;validar;90,06;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;0,00043005;CONTROL;CONTROL;VEREDA PALO COLORADO MPIO CHINACOTA;HEX;HXF300 BIDIRECCIONAL;26865540;Bidireccional;24;NO_APLICA;202607;0;;0;2479,37;39633,57;37154,2
1T07514;458352;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC11;202607;75;San José De Cúcuta;83;25.419;24.275;1579,14;126;0;1.144;4,50%;13,8;0;0;0;2;0;0;N;S;S;NO APLICO REGLA;;NA;-72,50173987;7,91104007;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;1;CENSSEVC11-1SEVC11_F;25419;1144;4,50%;0;  0%-5%;4,50%; 1000-2000;1T07514202607;0;0;;83;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;EL BOSQUE;SIN_MI;SOLO_AGPE;1T07514;SI;;validar;validar;0;validar;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;0;0,00114414;IP BAJO;IP BAJO;URBANIZACION NAPOLES DETRAS DE UDES;HEX;HXE34K CT;17087368;Bidireccional;18;TRENZADO;202607;0;;0;10127,33;274860,33;264733
1T07058;802941;BUENO;CONTROL;61 - Autogenerador;Activo;Urbano;SANMATEO;SANC54;202607;75;San José De Cúcuta;44;18.329;16.658;4018,64;593,28;0;1.670;9,11%;38;0;0;0;5;0;0;N;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);NA;-72,48382999;7,90327556;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;1;CENSSANC54-1SANC54_F;18329;1671;9,12%;0;  5%-10%;9,10%; 1000-2000;1T07058202607;0;0;;44;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;PLAYA HERMOSA;SIN_MI;SOLO_AGPE;1T07058;SI;1;validar;validar;62,76;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0,001;0,00167036;CONTROL;CONTROL;AVE 17E 2N-96 CONJ. PLAYA HERMOSA;HEX;HXE34K CT;23909827;Bidireccional;22;NO_APLICA;202607;0;;0;21436,03;218001,75;196565,72
1T04633;802568;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;INSULA;INSC92;202607;45;San José De Cúcuta;56;10.009;10.208;559,43;151,2;0;-199;-1,99%;-3,5;0;0;1;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,50650556;7,94864506;1;A;Mensual;2;1;CUCUTA;CUAD 1-2-3-20;CAUD 2 - SEVILLA - INSULA;202508;202607;Cumple;1;CENSINSC92-1INSC92_F;10009;-199;-1,99%;0;   <0%;-2,00%;    <0;1T04633202607;0;0;;57;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;TRIGAL DEL NORTE;SIN_MI;SOLO_AGPE;1T04633;SI;3;validar;validar;61,15;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;-0,001;-0,00019877;IP BAJO;IP BAJO;AV 3N 1-05 TRIGAL NORTE;HEX;HXE34K CT BID.;29755946;Bidireccional;25;NO_APLICA;202607;0;;0;-1720,71;118588,69;120309,4
1T03820;436834;BUENO;IP BAJO;61 - Autogenerador;Activo;Urbano;PALERMO;PALCHINACOTA;202607;38;Chinácota;24;3.011;3.168;910,61;389,52;0;-157;-5,21%;-6,5;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,59928706;7,61841851;1;G;Mensual;28;1;PAMPLONA;CUAD 10-11-28;CUAD 28 - PALERMO;202508;202607;Cumple;1;CENSPALCHINACOTA-1PALCHINACOTA_F;3011;-157;-5,21%;360;   <0%;-5,20%;    <0;1T03820202607;0;0;;24;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;URB. TISKIRAMA;SIN_MI;SOLO_AGPE;1T03820;SI;;validar;validar;97,8;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;-0,00015691;IP BAJO;IP BAJO;CONDOMINIO URB. TISKIRAMA;HEX;HXF300 BIDIRECCIONAL;26865373;Bidireccional;24;NO_APLICA;202607;0;;0;-2058,27;33434,97;35493,24
1T03057;802391;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Urbano;ESCOBAL;ESCC61;202607;75;San José De Cúcuta;48;13.269;13.877;469,37;549,72;0;-607;-4,58%;-12,7;0;0;0;2;0;0;N;N;S;NO APLICO REGLA;;NA;-72,466423;7,91046022;1;B;Mensual;4;1;CUCUTA;CUAD 4-5-6;CUAD 4 - ESCOBAL;202508;202607;Cumple;1;CENSESCC61-1ESCC61_F;14358;481;3,35%;0;   <0%;-4,60%;    <0;1T03057202607;0;0;;48;0;CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;LA ALAMEDA;SIN_MI;SOLO_AGPE;1T03057;SI;1;validar;validar;23,21;validar;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;-0,001;-0,00060735;IP BAJO;IP BAJO;CLL 14N 6-64 ALAMEDA;HEX;HXF300 BIDIRECCIONAL;22408030;Bidireccional;22;NO_APLICA;202607;0;;0;817,83;146863,75;146045,92
1T02879;802226;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;ESCOBAL;ESCC61;202607;75;San José De Cúcuta;78;20.853;19.271;453,12;1933,56;0;1.583;7,59%;20,3;0;0;3;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,46819864;7,90680017;1;B;Mensual;4;1;CUCUTA;CUAD 4-5-6;CUAD 4 - ESCOBAL;202508;202607;Cumple;40;CENSESCC61-1ESCC61_F;20853;1582;7,59%;0;  5%-10%;7,60%; 1000-2000;1T02879202607;0;0;;78;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;URB SAN MARTIN II;SIN_MI;SOLO_AGPE;1T02879;SI;2;validar;validar;76,86;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0,001;0,00158256;CONTROL;CONTROL;AVE 12  8-21 B/SAN MARTIN;HEX;HXE34K CT;18282541;Bidireccional;18;NO_APLICA;202607;0;;0;21023,81;232402,28;211378,47
1T02094;802876;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC58;202607;75;Los Patios;32;18.445;18.770;3505,27;401,04;0;-325;-1,76%;-10,1;0;0;0;4;0;0;N;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);NA;-72,49923718;7,86398352;1;B;Mensual;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;1;CENSSANC58-1SANC58_F;18445;-325;-1,76%;1080;   <0%;-1,80%;    <0;1T02094202607;0;0;;32;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;URB VILLA CAMILA;SIN_MI;SOLO_AGPE;1T02094;SI;15;Revision;Revision;74,32;Revision;Revision;Revision;Revision;Revision;-0,001;-0,00032477;IP BAJO;IP BAJO;MNZ B LOT 11 VILLA CAMILA;HEX;HXF300 BIDIRECCIONAL;26865642;Bidireccional;24;NO_APLICA;202607;0;;0;13511,89;200718,37;187206,48
1T01952;801606;BUENO;REDUCCION;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC58;202607;150;Los Patios;47;24.060;22.035;3860,09;792;0;2.025;8,42%;43,1;0;0;0;6;0;0;N;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);NA;-72,496189;7,866176;1;B;Mensual;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;1;CENSSANC58-1SANC58_F;24060;2025;8,42%;480;  5%-10%;8,40%; 2000-3000;1T01952202607;0;0;;47;0;CUMPLE;9,12%;2>=40kwh;;202607;;No;Validar;URB BELLAVISTA;SIN_MI;SOLO_AGPE;1T01952;SI;;validar;validar;78,37;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0,001;0,00202509;Reduccion;Reduccion;CALLE  28  6-46 BELLAVISTA;HEX;HXF300 BIDIRECCIONAL;26865552;Bidireccional;24;NO_APLICA;202607;0;;0;21792,56;240133,56;218341
1T01951;801605;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC58;202607;75;Los Patios;12;10.741;10.660;780,53;619,92;0;81;0,75%;6,2;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);NA;-72,49704943;7,86649706;1;B;Mensual;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;1;CENSSANC58-1SANC58_F;10741;81;0,75%;0;  0%-5%;0,80%;   0-500;1T01951202607;0;0;;13;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;URB BELLAVISTA;SIN_MI;SOLO_AGPE;1T01951;SI;1;validar;validar;73,37;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;8,06E-05;IP BAJO;IP BAJO;CLL 30  6-36 BELLAVISTA;HEX;HXE34K CT BID.;29755884;Bidireccional;25;NO_APLICA;202607;0;;0;11952,77;135168,01;123215,24
1T01749;801445;BUENO;IP BAJO;61 - Autogenerador;Activo;Urbano;SEVILLA;SEVC11;202607;75;San José De Cúcuta;50;15.571;15.102;131,23;302,76;0;469;3,01%;9,4;0;0;0;1;0;0;N;S;S;APLICO REGLA;Macromedidor cambiado paso 2;NA;-72,50064051;7,90953368;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;40;CENSSEVC11-1SEVC11_F;15571;469;3,01%;0;  0%-5%;3,00%;   0-500;1T01749202607;0;0;;50;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;URB PARAISO DEL BOSQUE;SIN_MI;SOLO_AGPE;1T01749;SI;;validar;validar;82,21;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0;0,00046947;IP BAJO;IP BAJO;CLL 9AN 4-96 EL BOSQUE;HEX;HXE34K CT BID.;29755777;Bidireccional;25;NO_APLICA;202607;0;;0;9126,26;173564,38;164438,12
1T01747;801443;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC11;202607;113;San José De Cúcuta;75;32.071;30.210;2191,26;706,68;0;1.862;5,80%;24,8;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;;NA;-72,49977843;7,90888519;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;60;CENSSEVC11-1SEVC11_F;32071;1861;5,80%;0;  5%-10%;5,80%; 1000-2000;1T01747202607;0;0;;75;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;EL BOSQUE;SIN_MI;SOLO_AGPE;1T01747;SI;;validar;validar;61,58;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;Red_abierta > 60%;0,001;0,00186158;CONTROL;CONTROL;AVE 4 8CN-20;HEX;HXE34K CT BID.;26864893;Bidireccional;24;NO_APLICA;202607;0;;0;19562,72;337752,88;318190,16
1T01457;801191;BUENO;IP BAJO;61 - Autogenerador;Activo;Urbano;SANMATEO;SANC52;202607;75;San José De Cúcuta;92;28.799;28.949;4078,86;628,2;0;-150;-0,52%;-1,6;0;0;0;4;0;0;N;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);NA;-72,49074683;7,89979494;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;1;CENSSANC52-1SANC52_F;28799;-150;-0,52%;960;   <0%;-0,50%;    <0;1T01457202607;0;0;;92;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;QUINTA ORIENTAL;SIN_MI;SOLO_AGPE;1T01457;SI;;validar;validar;8,71;validar;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;-0,001;-0,00015034;IP BAJO;IP BAJO;AV 11E 0N-41 - M;HEX;HXE34K CT BID.;29755944;Bidireccional;25;TRENZADO;202607;0;;0;12402,54;268968,14;256565,6
1T00780;800638;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC49;202607;45;San José De Cúcuta;9;3.484;3.578;904,41;18,72;0;-93;-2,68%;-10,4;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);NA;-72,496817;7,878032;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;1;CENSSANC49-1SANC49_F;3484;-94;-2,70%;260;   <0%;-2,70%;    <0;1T00780202607;0;0;;9;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;BLANCO;SIN_MI;SOLO_AGPE;1T00780;SI;;validar;validar;0;validar;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;0;-9,33E-05;IP BAJO;IP BAJO;AV 0 19-69 /71 BLANCO;HEX;HXE34K CT BID.;29755873;Bidireccional;25;TRENZADO;202607;0;;0;2119,93;42576,57;40456,64
1T11952;646351;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;BELEN;BELC24;202607;75;San José De Cúcuta;66;17.760;17.050;919,94;18,72;0;710;4%;10,8;0;0;0;2;0;0;N;S;S;NO APLICO REGLA;;NA;-72,51867356;7,87009912;1;A;Mensual;3;1;CUCUTA;CUAD 1-2-3-20;CUAD 3 - BELEN;202508;202607;Cumple;1;CENSBELC24-1BELC24_F;17760;710;4,00%;0;  0%-5%;4,00%;  500-1000;1T11952202607;0;0;;66;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;SANTANDER;SIN_MI;SOLO_AGPE;1T11952;SI;2;validar;validar;0;validar;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;0;0,00071022;IP BAJO;IP BAJO;AVE 20  27A-41 SANTANDER;INH;iT30;37282441999;Bidireccional;24;TRENZADO;202607;0;;0;9734,68;198233,32;188498,64
1T11674;647701;BUENO;CONTROL;No Tiene Etiqueta;Activo;Rural;PATIOS;PATC2;202607;75;Los Patios;29;10.915;9.191;1254,5;763,2;0;1.723;15,79%;59,4;0;0;0;1;0;0;N;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);APLICA;-72,56047383;7,72607408;1;B;Mensual;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;60;CENSPATC2EC_3-PATIOS_1062686_VDA COROZAL;10915;1724;15,79%;0; 10%-30%;15,80%; 1000-2000;1T11674202607;0;0;;29;0;CUMPLE;9,12%;2>=40kwh;;202607;;No;Validar;VEREDA COROZAL;SIN_MI;SOLO_AGPE;1T11674;SI;13;Revision;Revision;0;Revision;Revision;Revision;Revision;Revision;0,001;0,0017233;Reduccion;Reduccion;SECTOR COROZAL - RESERVA 1 LOS PATIOS;INH;iT30;37282441288;Bidireccional;24;TRENZADO;202607;0;;0;15382,03;151094,43;135712,4
1T10369;533387;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC43;202607;150;Villa Del Rosario;52;50.429;49.891;12668,82;53,28;0;538;1,07%;10,3;0;0;0;15;0;0;N;S;S;NO APLICO REGLA;;NA;-72,45808767;7,86647109;1;B;Mensual;6;1;CUCUTA;CUAD 4-5-6;CUAD 6 - VILLA DEL ROSARIO;202508;202607;Cumple;1;CENSSANC43-1SANC43_F;50429;538;1,07%;5040;  0%-5%;1,10%;  500-1000;1T10369202607;0;0;;52;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;URB TRAPICHES;SIN_MI;SOLO_AGPE;1T10369;SI;;validar;validar;0;validar;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;-0,001;0,00053754;IP BAJO;IP BAJO;AVE 5 MZ E LOTE 1 URB. HACIENDA CLUB TRAPICHES;INH;DTZ1513 CL0.5S BID.;37151584705;Bidireccional;15;TRENZADO;202607;0;;0;11544,28;327202,64;315658,36
1T08725;456366;BUENO;CONTROL;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC58;202607;75;Los Patios;23;14.577;13.334;3535,67;126;0;1.243;8,53%;54;0;0;0;3;0;0;S;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);NA;-72,49531743;7,85760553;1;B;Mensual;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;1;CENSSANC58-1SANC58_F;14577;1243;8,53%;1120;  5%-10%;8,50%; 1000-2000;1T08725202607;0;0;;23;0;CUMPLE;9,12%;2>=40kwh;;202607;;No;Validar;ALTOS DE LA FLORESTA;SIN_MI;SOLO_AGPE;1T08725;SI;;validar;validar;0;validar;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;0,001;0,00124267;Reduccion;Reduccion;CLL 55  0-35 CASA 5 ALTOS DE LA FLORESTA;INH;iT30;37282441643;Bidireccional;24;TRENZADO;202607;0;;0;18670,44;160598,44;141928
1T02093;801689;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC58;202607;45;Los Patios;9;7.525;7.289;2974,56;230,4;0;235;3,13%;26,1;0;0;0;2;0;0;N;S;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);NA;-72,498552;7,864307;1;B;Mensual;5;1;CUCUTA;CUAD 4-5-6;CAUD 5 - PATIOS;202508;202607;Cumple;1;CENSSANC58-1SANC58_F;7525;236;3,14%;1760;  0%-5%;3,10%;   0-500;1T02093202607;0;0;;9;0;CUMPLE;9,12%;3>=20kwh;;202607;;No;Validar;URB VILLA CAMILA;SIN_MI;SOLO_AGPE;1T02093;SI;7;Revision;Revision;97,12;Revision;Revision;Revision;Revision;Revision;0;0,00023516;IP BAJO;IP BAJO;AVE 7  60-19  VILLA CAMILA;INH;iT30;37282441544;Bidireccional;24;NO_APLICA;202607;0;;0;8135,68;74978,08;66842,4
1T01612;482789;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;BELEN;BELC28;202607;150;San José De Cúcuta;42;36.338;34.604;2178,12;171;0;1.734;4,77%;41,3;1;0;0;2;0;0;N;S;S;NO APLICO REGLA;;NA;-72,505627;7,883914;1;A;Mensual;3;1;CUCUTA;CUAD 1-2-3-20;CUAD 3 - BELEN;202508;202607;Cumple;80;CENSBELC28-1BELC28_F;36338;1734;4,77%;0;  0%-5%;4,80%; 1000-2000;1T01612202607;0;0;;42;0;CUMPLE;9,12%;2>=40kwh;;202607;;No;Validar;EL CENTRO;SIN_MI;SOLO_AGPE;1T01612;SI;1;validar;validar;0;validar;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;0;0,00173412;IP BAJO;IP BAJO;AVE 7  12-29 CENTRO;ELS;A-1830;2794725;Bidireccional;14;TRENZADO;202607;0;;0;19518,78;476761,78;457243
1T01566;801286;MANTENER;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SEVILLA;SEVC11;202607;75;San José De Cúcuta;99;27.209;28.697;3408,83;923,4;0;-1.489;-5,47%;-15;0;0;0;4;0;0;N;N;S;NO APLICO REGLA;Recuperacion de energia de algun cliente (Periodo 0);NA;-72,49122597;7,90668562;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;1;CENSSEVC11-1SEVC11_F;29693;996;3,35%;440;   <0%;-5,50%;    <0;1T01566202607;0;0;;99;0;CUMPLE;9,12%;4A<15kwh;;202607;;Sí, sigue en Mantener después de Instalación;Validar;LOS ACACIOS;SIN_MI;SOLO_AGPE;1T01566;SI;;validar;validar;28,12;validar;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;Conj_AC_Urb;-0,002;-0,00148857;IP BAJO;IP BAJO;BARRIO LOS ACACIOS;INH;iT30;37282441700;Bidireccional;24;NO_APLICA;202607;1;;0;9043,38;317732,02;308688,64
1T01436;801175;BUENO;IP BAJO;No Tiene Etiqueta;Activo;Urbano;SANMATEO;SANC51;202607;113;San José De Cúcuta;136;32.477;32.118;1036,95;718,56;0;359;1,11%;2,6;0;0;0;6;0;0;N;S;S;NO APLICO REGLA;;NA;-72,492223;7,897356;1;A;Mensual;20;1;CUCUTA;CUAD 1-2-3-20;CAUD 20 - SEVILLA - SANMATEO;202508;202607;Cumple;60;CENSSANC51-1SANC51_F;32477;359;1,11%;0;  0%-5%;1,10%;   0-500;1T01436202607;0;0;;136;0;CUMPLE;9,12%;4A<15kwh;;202607;;No;Validar;QUINTA ORIENTAL;SIN_MI;SOLO_AGPE;1T01436;SI;1;validar;Macropuntos;65,26;Macropuntos;Macropuntos;Macropuntos;Macropuntos;Macropuntos;-0,001;0,00035939;IP BAJO;IP BAJO;CLL 2  9E-07 QUINTA ORIENTAL;INH;iT30;37282441270;Bidireccional;24;NO_APLICA;202607;0;;0;21158,58;410632,3;389473,72
